,loc1,loc2,name,location
2134,서울특별시,마포구,마포월드점,"서울특별시 마포구 대흥로 169,  (대흥동) 1층"
2135,서울특별시,마포구,마포월드컵점,"서울특별시 마포구 만리재옛길 32, (신공덕동)"
2136,서울특별시,마포구,마포웰스트림점,"서울특별시 마포구 토정로18길 11, (현석동)"
2137,서울특별시,마포구,마포인텔리안점,"서울특별시 마포구 마포대로 208, 효성인텔리안오피스텔 (아현동) 105호"
2138,서울특별시,마포구,마포자이툰점,서울특별시 마포구 모래내로1길 20
2139,서울특별시,마포구,마포제일점,"서울특별시 마포구 월드컵로14길 5, (서교동)"
2140,서울특별시,마포구,마포중동점,"서울특별시 마포구 성암로3길 14, (중동)"
2141,서울특별시,마포구,마포창전점,"서울특별시 마포구 서강로3길 5,  (창전동) 1층"
2142,서울특별시,마포구,마포한강푸르지오점,서울특별시 마포구 월드컵로1길 14 마포한강푸르지오
2143,서울특별시,마포구,마포합정점,"서울특별시 마포구 희우정로 51, (합정동, 지에스빌) 1층 101호"
2144,서울특별시,마포구,마포홍대점,서울특별시 마포구 양화로 140
2145,대전광역시,서구,만년미니점,"대전광역시 서구 둔산대로117번길 95, 리더스타운  만년동(만년동) 1층"
2146,대전광역시,서구,만년새천년점,"대전광역시 서구 만년남로3번길 25, (만년동)"
2147,부산광역시,북구,만덕동문대로점,"부산광역시 북구 덕천로 280, 상가(만덕동, 동원맨션) 7동 101호"
2148,부산광역시,북구,만덕삼성점,부산광역시 북구 만덕2로 9
2149,부산광역시,북구,만덕쌍용점,"부산광역시 북구 덕천로234번길 5, (만덕동, 동원) 8동 103호"
2150,부산광역시,북구,만덕제일점,"부산광역시 북구 만덕2로 43, (만덕동)"
2151,부산광역시,북구,만덕피치점,"부산광역시 북구 만덕1로104번길 6, (만덕동)"
2152,부산광역시,북구,만덕휴먼시아점,부산광역시 북구 만덕1로 25
2153,경기도,수원시,만석공원점,"경기도 수원시 장안구 파장로 1, (송죽동)"
2154,인천광역시,동구,만석웰카운티점,"인천광역시 동구 화도진로 142, B 03(만석동, 만석웰카운티아파트) 1층 04호"
2155,인천광역시,서구,만세원당점,"인천광역시 서구 고산후로121번길 25, 제일프라자 (원당동) 1층 110호"
2156,인천광역시,남동구,만수2동점,"인천광역시 남동구 만수로75번길 71-2, (만수동)"
2157,인천광역시,남동구,만수3지구점,"인천광역시 남동구 장승로 45, (만수동)"
2158,인천광역시,남동구,만수4동점,"인천광역시 남동구 인수남로 1, (만수동)"
2159,인천광역시,남동구,만수6동점,"인천광역시 남동구 장승남로 36, 만수프라자  (만수동)"
2160,인천광역시,남동구,만수공원점,인천광역시 남동구 만경로12번길 29
2161,인천광역시,남동구,만수그린점,"인천광역시 남동구 구월남로327번길 10-25, (만수동)"
2162,인천광역시,남동구,만수남동점,"인천광역시 남동구 장승남로33번길 23 (만수동, 남동아파트) 남동아파트"
2163,인천광역시,남동구,만수대로점,"인천광역시 남동구 백범로 123, (만수동)"
2164,인천광역시,남동구,만수대성점,"인천광역시 남동구 서판로 30, (만수동, 대성유니드별빛마을아파트)"
2165,인천광역시,남동구,만수복개천점,"인천광역시 남동구 복개서로 31, (구월동)"
2166,인천광역시,남동구,만수사랑점,"인천광역시 남동구 구월말로103번길 25, (만수동) 우정상가"
2167,인천광역시,남동구,만수정광점,"인천광역시 남동구 만수서로105번길 48, (만수동, 정광아파트)"
2168,인천광역시,남동구,만수주아점,인천광역시 남동구 구월말로 82-1
2169,인천광역시,남동구,만수행복점,"인천광역시 남동구 하촌로 46, (만수동, 석원) 2동 104호"
2170,인천광역시,남동구,만수향촌점,인천광역시 남동구 만수서로 55 만수향촌휴먼시아 1단지
2171,강원도,원주시,만종쉼터점,"강원도 원주시 호저면 원문로 686, (만종리)"
2172,대구광역시,수성구,만촌동신교회앞점,"대구광역시 수성구 교학로2길 23, 만촌시장 상가호(만촌동) 1호"
2173,대구광역시,수성구,만촌빌리지점,대구광역시 수성구 만촌로24길 48 (만촌동)
